a	b	c	d	e
4079|4080	et cele vait|? endementres au roi		e dixo el Rey El Rey ban	et sen uait endementres au roy :	
4082	Il li demande conmant ele a esploitié			si li dist Lcomment elle auoit esploitie	
4083	Faites tost fait ele vostre fille monter			et li dist faites tost vostre fille monter	
4084	et l anvoiez a la Quasce au plus tost			Et lenuoies a la casse: le plus prochain castel	
4085|4086	que vos porrez a|et je irai aprés entre moi	car se nous lesueilliõs il ne dai gneroit prẽdre nulle de nous trois	que murio Con pesar fue vuestro padre Si señor dixo el pordios dixo el Rey agora so yo muy ledo	que vous aies|et nous cheualcherons entre moi	
				Et le faites couchier ou plus riche lit	
				que len porra faire	
4087	et Lancelot			& lancelot apres	
4088|4089|4090	et li ferai antandant|quant nos serons la|que ce est la roine	aĩsi seriõs nous honnies sil nous refusoit:		Et quant nous serons la : Iou li ferai entendre|que ce est la royne Genieure	
4091|4092|4093	Et je ai aparillié J|tel boivre|dont je li donrai	mais ie uous dirap		Et iou ai vn boire appareilliet|que iou li donrai	che me ne nsegnasse
4094	et puis qu il en avra beu			Et puis quil en aura beu	
4095	et la force li sera montee el cervel ge ne dout mie qu il ne face ma volenté tote			& la force len sera montee el ceruel|Iou nen dout mie quil ne face ma volente	
4096|4097	et ansi porra avenir quanque nos alons querant|Li rois fait sa fille aparillier	que nous ferons Faisons faire une bie¬ re cheualerresse		Et ensi porra auenir chou|que nous alons querant|Lors fait li roys sa fille appareillier	
4098	et li baille XX			Si li baille|XX	
4099	chevaliers			cheualiers	
4100|4101	qui la conduiront au chastel de la Quasse|Et quant il vindrent la	⁊ le faisons porter iusques au chasteau de la charrecte cest le mieulx		qui le conduiront el castel de la casse|Et quant il vindrent la	
4102	et il furent descendu			& il furent descendu	
4103	si firent faire en une sale le plus riche lit			si firent faire en vne sale le plus riche lit	
4104	que l an pot		Ca yo se	que len pot	per ciò
4105	et s i coucha la damoisele			& y coucha on la damoisele	
4106|4107|4108	puis que cil voldrent|qui|? laienz l avoient amenee	que ie ꝑ uoie:	que porel y	puis que cil le voldrent|qui illueques lorent amenee	
4109	Et Lanceloz ot prises ses armes			Et lancelot ot prises sez armes	
4110	et monta en son cheval			& fu montes sor son cheual	
4111	et s em part			& sen part	
4112	et il laisse cele			et laisse la dame	
4113	qui l i avoit amené			qui illuec lot amene	
4114|4115|4116	?|si chevauchent tant entre lui|et Brisanne	car quant nous laurõs en nostre pouoir il sera plus tost qu ãque nous uouldrõs		Si cheualcherent tant entre lui|& brisane	
4117|4118	que il vindrent au chastel de la Quasse|Quant il i furent venu	Par dieu font elles uous en dictes le mieulx		quil vindrent au castel de la casse|Et quant il furent uenu	
4119	si estoit nuiz oscure ne la lune n ert pas encore levee			si fu nuis obscure|Ne la lune ne fu pas encore leuee	
4120	Il descendent			Il descendirent maintenant de lor cheuaus	
4121|4122	et Brisane le moinne en I|chambre ou li chevalier estoient;	Mis commandent a leurs cheualiers a coupper du bois lant quilz aient une bi ere cheualerresse		et brisane maine maintenant lancelot en vne cambre ou li cheualier estoient	
4123|4124	et quant il le voient venir|si se drecent encontre lui	Et il le sont incontinẽt		Et quant il le voient uenir|si se drecent encontre lui	
4125	et dient			et li dient	
4126|4127	que bien soit il venuz|si le desarment	Si eurẽt tost faicle la biere		que bien soit il uenus|Si le desarment	
4128	Laienz avoit molt grant clarté			Et laiens auoit moult grant clarte	
4129	car il i avoit bien dusqu a XX			quar il y auoit bien|XX	
4130|4131	cierges alumez|Et Brisane	⁊ les dames fuc̃tleur enchantement		cierges alumes|Et brisane	
4132	qui ot une soue pucele acointie de ce qu ele voloit faire li ot baillies les poisons			qui ot vne soie pucele acointie de chou|que elle voloit faire	
				Si li ot bailliet lez puisons	
4133	et li dist			si li dist	
4134	Quant tu orras			Et quant tu orras	
4135	que je demanderai boivre			que iou demanderai a boire	ch io amenderei di lui
4136|4137	si en aporte plainne coupe|et le donne a Lancelot ne nul autre ne li aporte tant com il voille boivre	Si ont lancelot tellement at Partie tourne quil na pouoir de soy esueillier		si en aporte plaine cope|& puis le donne a lancelot|& nul autres boire ne li aporte mie deuant ce quil voelle boire	
4138	et ele dist Volentiers			Et cele dist volentiers	e di sua compagnia
4139	Quant Lanceloz fu desarmez			Quant lancelot fu desarmes:	
4140|4141	si ot talant de boivre a ce qu il ot eu chaut a venir:|si demande ou est sa dame la roine	añsft rent encourtiner la biere de une coutepointe:		si ot moult grant talent de boire a chou quil ot eu trop grant chaut au uenir|Si demanda pour sa dame la Toyne	
4142	Sires fait ele ele est en cele chambre			Sire fait brisane elle est en cele autre cambre	
4143	et est ja endormie au mien esciant			Et sest ia endormie au Ieesocl mien escient	
4144|4145	Et il demande le vin|et la damoisele a cui il avoit esté conmandé aporte le boivre	et misdrẽt a la biere le cheual de fancel ot deuãt:		Et ile demande le vin|Et la damoisele a|qui elle Ot donne le boire :	
4146	qui plus estoit clers			qui plus estoit clers	
4147	que fontainne			que fontaine	
4148	et de coulor a vin			et estoit de colour a vin	
4149	La coupe n ert pas grant			et la coupe niert pas grant	
4151	et il ot talant de boivre			Et il ot talent de boire	
4152|4153	et la dame li dist Sire buvez tout|car il ne vos fera ja se bien non		por vos saldra a desora esta tierra libre delas estrañas abenturas	Et la dame li dist|Sire beues tout|quar elle ne vous fera se bien non	
4154	car je cuit			quar iou quit	
4155	que vos ne beustes onques			que vous ne beustes onques	
4156	mais de tel			mais de tel	
4157	Et il prant la coupe			Et il prent la coupe	
4158	et la boit toute plainne			& le boit toute plaine	
4159	et troeve la poison bonne			& trueue la puison boine	
4160	et douce			& douce	
4161	si en demande encore autant			si en demande encore autant	
4162	et cele li aporte			& cele li aporte	
4163	et il boit tout outre			& il le boit tout outre	
				Auant lancelot ot beu lez puisons	
4164	Lors est envoisiez			si fu plus enuoisies	
4165	et plus emparlez qu il ne selt;			et plus IEcy emparles quil ne sieult	
4166	si dist a Brisane conment il porra veoir sa dame la roine			Si demande a brisane comment il porra parler a sa dame la royne	
4167	Ele le resgarde			& elle le regarde	
4168	et voit ja qu il est touz muez			et uoit quil est ia tous mues	
4169	car il ne set ou il est ne conment il vint laienz ainz cuide vraiement estre en la cité de Kamaalot			si quil ne set ou il est ne comment il vint laiens|Ains quide estre uraiement en la cite	
				? de camaalot	
4170	et li est avis qu il parole a une dame			Si li sanble quil parolt a vne dame	
4171	qui toz dis faisoit compaingnie a la roine des lors			qui tous iours soloit tenir compaignie a la royne	
4172|4173	que la dame de Meloaut fu morte|Et quant ele le voit		que ay bienen noche y dia Como don lançarote vio el palomo	puis que la dame de mallehaut fu morte|Et quant elle le voit	
4174	si afolé			si afole	
4175	et qu ele connoist bien qu il porra estre legierement deceuz			& que elle porra bien faire de lui sa volente|Si li dist	
4176	si dist Sire ma dame puet ja bien estre endormie			Sire madame la royne puet bien ia estre endormie	
4177	Que demorez vos			que demores vous	
4178	tant que vos n alez a li			tant que vous nales a lui	
4179	? —			Por chou fait il	—Certo
4180	Por ce fait il qu ele ne me mande mie n i voil je mie aler :			que elle ne me mande mie|ni voel iou pas aler	
4181	mais s ele me mandoit je i iroie			Mais se elle me mandoit iou y iroie uolentiers	
4182|4183	— Enon Dieu fait ele vos en orrez|par tans noveles			Enon dieu fait elle vous en orres par tans noueles	
4184	Lors entre en la chambre			Lors entre en vne cambre	
4185	et fait samblant qu ele ait parlé a la roine			et fait samblant|que elle ait parle a la royne	
4186	puis vient a Lancelot			puis sen reuint a lancelot	
4187	et li dist Sire ma dame vos atant			& dist Sire madame: vous mande	
4188	et vos mande			& atent	
4189	que vos ailliez a li parler			que vous aillies a lui parler	
				Et il	
				si fait	
4190	Et il se fait maintenant deschaucier			Lors se descauche|& se despoille	
4191	et entre en la chambre em braies			puis entre en la cambre en braies	
4192	et en chemise			& en chemises	
4193|4194|4195|4196|4197|4198	et vient au lit|et se couche avec la damoisele|conme cil|qui cuide|que ce soit la roine|Et cele		que traia el ynçensario y la donzella|que traia el sancto baso Ellos	et sen vint au lit|et se couche auec la damoisele comme cil|qui quide|que ce soit sa dame la royne|Et cele	sire|disse il re Bando di Maguzo
4199	qui riens ne desirroit fors avoir celui de cui terrienne chevalerie estoit enluminee le reçoit liee			qui riens ne desiroit fors dauoir celui de|qui terriene cheualerie estoit enluminee	
				le rechoit lie	
4200	et joieuse			& ioieuse	
4201|4202	et il li faisoit tel joie|et tel feste com il faisoit a sa dame la roine			Et il li fait autele ioie comme il feist a sa dame la rovne se il la tenist	
4203|4204	Einsinc sont mis ensemble le millor chevalier|et le plus bel		ansi fablando entro vna dueña enel palaçio	ANsi sont mis ensamble li mieldres cheualiers|& li plus loiaus	
4205	qui or fust		que hauia	qui qa ce tamps fust	
4206|4207	et la plus bele pucele|et de haut lignage	⁊ ung pallefroy derriere	mas de çient años	et la plus bele pucele|& del plus haut lingnage	
4208	qui fust alors;			qui fust au tamps de lors	
4209|4210|4211|4212	si se desirrent par diverses entancions|car ele ne le fait mie tant|por la biauté de celui ne|por luxure ne	Si lempoiterent en telle maniere	e fuese al Rey	si sentredesirent par diuerses entensions|Car elle ne le fist mie tant pour la biaute de lui ne pour escauffement de char comme elle fist	s elli vo conoscesse
4213|4214	por eschaufement de char come ele fait|por le fruit recevoir			por le fruit recheuoir	elli voi arebbe molto caro
4215|4216	dont toz li païs doit venir a sa premiere biauté|qui par le dolereux cop de l espee as estranges ranges avoit esté desertez			dont tous li pais deuoits reuenir en sa premiere biaute|qui par le dolerous cope de lespee auoit este desertes	ch elli amò molto monsignore vostro padre
4217|4218|4219|4220	et essilliez|si com il devise apertement en la Queste del Graal|Et cil la desirroit tout en autre manniere|car por sa biauté ne la couvoitoit il pas	⁊ cheuaucherent|si asprement q̃ ains quil feust nuit uindrẽt au chasteau de la charre: te	e dixole|asi me querria fablar convos y el Rey se leuanto y dexo a lanzarote y mando a todos	& escillies|Si comme li contes a deuise apertement en lystoire del saint Graal|Et cil la desiroit tout en autre maniere|quar por sa biaute ne la conuoitoit il pas	e vostro padre il riamò molto|e tanto come nullo huomo può più amare altro
4221|4222|4223	mais il cuida|que ce fust sa dame la roine|et par ce fu il eschaufez qu il la connut ausinc com Adam fist sa fame mes non mie en tel maniere		que se non partiesen del y el fuese conla vieja auna camara y desque se asentaron dixo la vieja al Rey señor	mais il quidoit|que ce fust sa dame|Et pour ce fu il escauffes|si la connut aussi comme adam fist sa feme	sSi vo dico per vero
				Et non mie en tel maniere	
4224	car Adam connut sa famei leaument			quar adam connut sa femme loiaument	
4225|4226|4227|4228|4229|4230	et par le conmandement Nostre Signor;|et cil connut ceste|? em pechié|et en avoutire|et contre Deu|et encontre Sainte Eglyse	qui ainsi fut appelle pour ce	que faremos deste Cauallero|que nos dios aqui traxo no se|que podamos ay fazer saluo tanto quele dare mi fija|que faga della su voluntad Pordios dixo ella yo se	& par le commandement nostre seignor|Et il connut ceste en pechie|& en auoltire|U't pour ce	che ceiò sel monsignor Lancelotto di Lac|—Lancelotto|?
4231|4232|4233|4234	et neporquant li Sires en|qui tote pitié abite|et qui ne juge mie selon les faiz as pecheors resgarda ceste assamblee selonc le preu a ceus del païs com cil|qui ne voloit mie qu il fussent touz dis en essil:	que lan celot ꝑ passa en la charrecte celui iour|que me¬ leagãt emmenoit la royne genieure au royau me de gorre ainsi comme le compte uous a de uise	que la non querra|que el ama tan lealmente ala Reina de bretaña|que se|que el no querra otra muger	que li sires en|qui toute pities habite|et qui ne iuge mie tout dis selonc les mesfais as pecheors regarda cele assamblee selonc le preu a ceuls del pais comme cil|qui ne voloit mie quil fussent tous iors en escil	
4235|4236	si lor donna tel fruit engendrer|et concevoir		que enel mundo sea y porende Conuiene quele demos la donzella tan enCubiertamente quelo el no entienda agora catad dixo el Rey Como lo fagades	si lor donna tel fruit a engendrer|et a conceuoir	
4237|4238	que por la flor de virginité|qui iluec ! fust corrumpue	Quant ilz furent uenus au chasteau	ca toda via conbiene|que sea oy Mas callad dixo ella	que pour la flor de uirginite|qui illuec fu corrompue	
4239	et violee fu recouvree une autre flor de cui bien		ca yo lo cuido muy sesudamente fazer y|luego torno el Rey a don lançarote	fu restoree vne autre fleur|dont grans biens vint al pais	
