	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
803|804|805	et ele ploroit trop durement |et regretoit Lancelot: « |Ha, gentilx chevaliers Lancelos,	et ele ploroit trop meruilleusement |et regretoit lanc̾. ha gentil cheualiers lanc̃. 	et elle ploroit moult tendrement |et regretoit lancelot |et disoit ha : gentiex hom lancelot 	Et elle plouroit merueilleusement |et regretoit lancelot. |Haa lancelot gentilz cheualier De celle mesmes matiere. 	Et elle plouroit moult tendrement |et regrettoit lancelot: en disant. |Haa gentil homme lancelot 	e la donzella lloraua muy fuertemente |e llamaua a lançarote e deçia ay mi buen cauallero 	ooma ella faceva troppo doloroso pianto |e rigrattava Lancellotto molto pietosamente, |si diceva sovente: |orHal, gentil cavaliere Lancellotto, 
806	kar pleust ore a nostre Salveor 	car pleust ore a dieu 	quar pleust ore a dieu 	que pleust ores a nostre seigneͬ 		e pluguiese agora anuestro señor 	che or piacesse ora a Nostro Salvatore 
807	que vos seuissiés ceste novele, si fuissiés pres de ci a demie lieue! 	que uos seussiez ceste nouelle. |et uos fussiez pres de ci a demi lieue. 	que vous seussies ceste nouele |et puis vous fuissies chi a demie lieue. 	que uous sceussez ceste nouuelle |et que feussez a demye lieue pres de cy. 		que supiesedes estas nuebas |e estubiesedes çerca de aqui media legua 	che vo' sapeste questa dolorosa novella a mio huopo, per convento |che vo' foste presso di qui a meza lega! 
808|809|810	Certes a l’aide de Dieu|et de la vostre seroie je encore anuit rescosse |malgré tos mes enemis. 	Certes a laide de dieu et ala uostre seroie ie encore ennuit rescouce maugre mes anemis. 	Certes a laide de dieu et de la uostre fuisse iou encore anuit rescousse malgre mes anemis 	et certes a maide de dieu et de la uostre seroye ie encor ennnuyt rescousse malgre tous mes ennemys. 	car pleust a dieu |que uous feussiez prez de cy a demy lieue certes a laide de dieu ie seroie rescous se malgre tous mes ennemis 	e conla ayuda de dios |e conla vuestra seria yo aCorrida e librada 	osCerto, all’aiuto di Dio e al vostro sarei io ancora stanotte riscossa a mal grado di tutti miei animici, 
811|812|813	Mais vos ne le savés pas a, |si me covendra ore morir por la vie |que je vos sauvai emprés Dieu; 	Mais uos ne le sauez pas |si me couanra morir. por la uie |que ie uos sauuai apres dieu. 	si men conuendra ore a morir pour la vie|que iou vous saluai apres dieu. 	et si ne li scauez pas. si me conuiendra ores mourir pour la uie |que ie uous sauuay. 	si me conuendra mourir pour la uie|que ie uous sauuay aprez dieu 	e mas vos no lo sabedes |e asi me conuerna a morir 	ma vo' nol saprete mica, |si me ne converrà ora a morire vilmente per ciò |ch’io voi salvai la vita apresso Iddio. 
							Hal, lassa, come qui à dolorose novelle a mio huopob. 
814|815|816	mais certes il ne m’en poise pas tant por moi |com il fet por le coros |que vos en avrois, 	mais certes il ne men poise pas tant por moi comme por uos. por le corrous |que uos en arrois 	Mais il ne me poise mie tant pour moi |comme il fait pour le corous |que vous en aures 	mais certes il ne men poist pas tant pour moy |comme il fait pour le corroux. 	mais certes dit elle il ne me poise pas tant pour moy |comment il fait pour le courroust que uous aurez 	mas no me pesa tanto pormi como porel pesar |que vos abredes 	¡Poscia dice: «Certo, |e non me ne pesa tanto per me |come fa per lo trascruccio grande |che voi arete di mia morte, 
817|818	quant vos le savrois. |Mais ce me reconforte molt 	quant uos le saurois. |mais ce me reconforte mout. 	quant vous saures ma mort. |Mais ce me conforte moult 	Mais ce me reconforte moult. 	quant uous le saurez |mais ce me conforte 	Quando lo supieredes Mas esto me conorta mucho 	quando vo' saprete il martidio |che l’uomo m’arà per voi giudicata. |etMa ciò mi riconforta molto, bel dolze sire, 
819|820	que je sai bien |que les damoiseles gaaigneront tant en ma mort 	que ie sai bien |queles damoisele gaangneront tant en ma mort 	que les puceles gaaigneront en ma mort. 	car ie scay bien que les damoiseles |qui queront tant en ma mort 	que ie scay bien |que les damoiselles gaigneront a ma mort 	que yo se quelas donçellas ganaran mucho enla my muerte 	ch’io so bene |che lla mia morte fia guarento a tutti i giorni di tutte le damigelle del mondo. 
821|822	que jamés nule ne vos requerra d’aide |que vos li faillois tant com il vos remenbre de moi, 	que iamais nule ne uos requerra a aide. |que uos li faillois tant comme il uos membera de moi. 	quar iamais nulle ne vous requerra dayde |que vous ne li aidies tant |comme il vous sousuiegne de moi. 	que iamais nulle ne uous requerra daide. a qui uous faillez tant quil uous rememberra de moy. 	car iamais nulles ne uous requerrent daide |que uous ne les aidez |tant quil uous souuiengne de moy 	que jamas donzella no vos rrequirira de ayuda |que le vos non fagades tanto |que vos acuerde demi 	esSi so bene |che lle damigelle guadagnano oggi tanto che giamai non voi ne richiedrà niuna d’aiuto |che vo' le falliate tanto come vo soverrà di me, 
823|824|825	kar vostre cuers est si frans |qu’il ne puet estre sans trop grant merites rendre a totes celes |qui de par moi se reclaiment: 	Car uostres cuers est si sains |quil ne puet estre sans grant merites rendre a totes celes |qui de par moi se reclameront. 	Car vostre cuers est si grans |quil ne puet estre sans grant merite rendre a toutes celes |qui de par moi vous reclameront 	Car uostre cuer est si franc |quil ne puet estre sans trop grant merite rendre a toutes celles |qui de par moy uous reclament. 	car uren cueur est ainsi franc. 	ca vos sodes tan noble e tan franco |que siempre dareis buen galardon a todos aquellos que demi se lamentaren 	ché vostro cuore est sì franco |che non può essere sanza troppo grande merito rendere a tutte quelle |che da parte di me si richiameranno. 
826	si m’est avis	Si mest auis 	Si mest auis 	Si mest adius 	Si mest auiz 	e mucho me sera buena al alma esta muerte que Resçibire 	Si m’è aviso che, per lo profitto |che nascerà di mia morte, 
827	qu’il m’est molt miels a m’ame de morir por loialté fere et por geter de prison si vaillant home comme vos 	que il est miex a marme de morir por la loiaute faire et por oster de prison si uaillant home comme uos estes ; 	que il mest moult miex a lame pour la loiaute faire et pour geter de prison |si uaillant homme comme vous estes. 	quil est moult mieulx a ma uie de mourir pour si hault affaire et pour gecter de prison si uaillant homme comme uous estes 	quil mest mieulx a lame |pour loiaulle faire et pour ietter de peril ung si uaillant homme comment uous/ 	porque saque de prision atan noble ome |Como vos que vos fuerades muerto 	ch’egli è il meglio a mia anima di morire per lealtà fare e per gittare di pregione uno si valente huomo |come vo' siete 
828	que vos fuissiés mors par la desloialté de Meleagan 	que uos fussiez mors par la desloiaute meleagant 	que vous fuissies mors pour la desloiaute melyagant 	que uous feussez mort par la desleaute de meleagan 	que se uous feussies mort par la desloyaulte melleagant/ 	porla deslealtad de meliangas 	che vo' foste morto per la dislealtà di Meleagant 
829	qui en prison vos avoit mis par traïson. » 	qui uos auoit mis en prison par traison. 	qui en prison vous auoit mis. 	qui en prison uous auoit mis par traison. 	qui en prison uous auoit mis. 	que en prision vos tenia 	che n pregione voi avea messo per sua grande tradigione». 
830|831|832	Ensi disoit la damoisele molt tendrement plorant et|lors vint Lancelos poignant cele part |ou il la vit: 	ANsi dissoit la damoisele ml̃t tandrement en plorant. |et lors uint lanc̃. cele part|ou il la uit. 	ANsi disoit la damoisele moult tenrement plorant.|Et lancelot vint durement poignant la |ou il le vit ester. 	Ainsi disoit la damoisele moult tendement plourant. |Et lors uint lancelot poiguant celle part |ou il la uit. 	AInsi disoit la damoiselle menlt tendrement plourant. |lors uient lancelot poignant celle part	por su gran traiçion e esto deçia la donçella llorando muy dolorosamente |e lançarote vino luego aquella parte 	Insi dimentava la damigella molto teneramente piagnendo. |esAllor viene Lancellotto pugnendo in quelle parti |ove la vide, 
833	si dist a cels 	et dit a ciax 	Si dist a chiaus 	si dist a ceulx 	si dist a ceulx 	do la donçella tenian 	si disse a quelli 
834|835	qui le tenoient: « Laissiés la damoisele! — |Por quoi, sire, fet J. chevaliers armés 	qui la renoient Laissiez la damoisele. |Por qoi sire fait uns cheualiers 	qui le tenoient. Laissies ester la damoisele laissies. pourcoi fait vns cheualiers armes 	qui la tiennent laissez la damoisele par courtoisie. |Et ung cheualier arme sault auant et dist. 	qui tenoient la damoiselle/ lessies la damoiselle. pour quoy fait ung cheualier arme 	e dixo aquellos que la tenian dexadla donçella |Porque señor dixo vn cauallero 	che-lla tenieno: «Lasciate la damigella! |oE perché, sire?, disse uno cavaliere
836|837|838	qui avant saut, le lairons nos ? — |Por ce, fet il, |que vos n’avés droit en li por fere mal. — 	qui auant saut por quoi la lairons nous. |Por ce fait il |que uous ni auez droit en li faire morir. 	qui auant saut le lairoit on. pour chou fait il |que vous naues droit de li faire morir. 	pour quoy la lairrons nous. |par ce fait il queͥ uous nauez droit de la faire mourir. 	qui deuant estoit/ la lesrons ilz. pour ce fait il |que uous naues nul droit a la faire mourir/	que delante salio la dexaran ellos |Porque dixo lançarote |Porque no auedes derecho |Porque la matar 	che si mise immantanente avanti. |Perché la lascerebbono elli? - Per ciò, disse Lancellotto, |che vo' non avete diritto in lei far morire. |—
839|840|841|842	Si avons, fet cil, si grant |que nos l’avons atainte de murdre |dont je l’apelai, |et ele s’en offri a deffendre,	Si auons fait cil |que nos lauons atainte do mudre |que nos li meciens sus. |et ele sen offri a desfandre. 	Si auons fait cil si grant |que nous lauons atainte de murdre. |dont iou lapelai |et elle sen offri a desfendre. 	Si auons fait il |car ie lay actainte dung meurtre |dont ie lapellay. |et elle sen offry deffendre	si auons fait celuy asses grant |car nous lauens actainte de meurdre donc ie lappeloie/ |et elle sen offrit a deffendre 	si auemos dixo el muy grande |ca ella fue acusada de muerte e ella se ofreçio a defender porvn cauallero 	Si abbiamo, sire, disse quelli, |si grande come coloro |che-ll’ànno agiunta di tradigione |dond’io l’apellai, |ed ella se n’oferea difendere, 
843	mais ele ne trova onques 	Mais ele ne troua onques. cheualier 	mais elle ne trouua onques	mais elle ne trouua oncquez 	mes elle ne trouua enques cheualier 	mas nunca fallo cauallero 	ma ella non trovò unque chi per lei prendesse scudo, 
844	qui por li en prist escu et ce n’est pas merveille, 	qui por li enprrist escu. |et se nest pas m̾ueille 	qui zs escu en portast por li. |Et chou nest mie de meruelle. 	qui pour lie en prist escu. |et ce nest pas de merueilles. 	qui pour elle portast escu/ |et ce nest pas de merueille 	que porella quisiese tomar escudo |e no es marauilla 	e ciò non è mica maraviglia, 
845	que chescuns set bien 	que chascuns set bien 	quar cascuns set bien 	car chascun sceit bien 	car chascun scait bien 	ca cadavno sabe su deslealtad 	ché ciascuno sa bene 
				quelle en a desloyaument ouure 			
846	quele en a desloialment ovré. — De quoi ? fet Lancelos. — De ce, fet il,	comment ele en a erer de coi fait lanc̃. Decce fat cil |que ele deliura lanc̃. 	que elle a desloiaument oure. De coi fait lancelot. |De chou fait cil 	de quoy fait lancelot. |De ce fait il quelle deliura lancelot 	quelle a desloyaument ouure de quoy fait lancelot/ de oster lancelot de prison 	e que es Esta deslealtad dixo lançarote |Que es dixo el Cauallero 	ch’ella à malvagiamente operato. |— Di che?, disse Lancellotto. 
							— Di ciò, disse quelli, 
							ch’ella diliverò, 
						que solto De Prision a lançarote 	
			que elle deliura lancelot de prison.				
847	qu’ele delivra Lancelot por Meleagan ocirre, son frere. — Se vos, fet Lancelos, osiés mostrer 	por ocirre meleagan son frere. |Ce uos fait lanc̃. le uoliez mostrer 	por ocirre melyagant son frere. |Se vous fait lancelot voles moustrer 	pour occire meleagant son frere. |Se uous ousiez monstrer fait lancelot	pour occire melleagant son frere Adenc dit lancelot |se uous uoullies dire 	Para matar a meliangas su hermano |si vos dixo lançarote osaredes mostrar 	si come noi sapiamo bene, Lancellotto di Lac di pregione per uccidere Meleagant suo fratello.|— Se vo', disse Lancellotto, osate mostrare 
848	qu’ele eust fet traïson ne murdre, je seroie pres del deffendre. — 	que ele fist traison ne murdre: Ie seroie pret del desfandre 	que elle ait fait traison et murdre. de che seroie iou tous pres de la desfendre 	quelle ait fait traison ne murmure. ie suys prest du deffendre. 	quelle aist fait traison ou meurdre ie suys prest de prouuer a lencontre. |Et pourtant aduises se deffendre le uoulles. 	que hizo deslealtad o traiçion enlo soltar yo so presto dela defender 	ch’ella abbia fatto tradigione o murtre, io son presto di difendella. 
849	Qui estes vos? fet cil. — Uns chevaliers sui, fet Lancelos, 	Qui estes uos fait cil. uns cheualiers sui fait cil. 	Qui estes vous fait cil. Iou sui vns cheualiers fait lancelot 	Oui estes uous fait il. Ie suys ung cheualier fait il 	Qui estes uous fa⟦i⟧t celuy/ cheualier suys fait lancelot	Quien sodes vos dixo el cauallero |vn cauallero dixo Lançarote 	— Chi siete voi, sire?, disse quelli. |— Uno cavaliere sono io, disse Lancellotto, 
850	qui vieng ceste part por ceste damoisele deffendre. —	Qui uing ceste part |por li desfendre. 	qui chi sui venus por rescorre ceste damoisele. Desfendre fait cil. 	qui uiens ceste part |pour deffendre ceste damoisele. 	qui uiens uers ceste part |pour deffendre la damoiselle. 	so que vengo aqui poresta donçella defender 	che vegno in queste parti per questa damigella difendere. 
