	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
717|718	Mais por tote la destrece ne remaint |qu’il n’ait la tombe levee en haut à; mes nule dolors 	mais portoie la destresce ne remaint |que il nait la tombe leuee en haut. 	Mais nulle dolors 	mais pour toute la destrece ne demeure pas |quil ne leue la tombe en hault. ne nulle douleur 	mais nulle douleur |quil eust 	asi que por fuerça ovo el cobertor a leuantar maguer Mucho hera pesado 	ma per tutte le distrezze non rimane |che non abbia la tomba levata in alti. |Ma nullo dolore 
719|720|721	qu’il eust onques ne monte rien a cele dolor |qu’il ot, |quant il vit le cors Galehout tot ensi armé com il estoit; 	mais nule dolors que il eust onques ne monte sur rien. A cele |que il ot quant il uit le cors Galehot. |ensi arme con il estoit. 	quil ait eue ne monte riens a celi |quil ot quant il vit le cors Galeholt arme tout ensi com il estoit. 	quil eut oncquez |mais ne fu rien a celle douleur |quil eut |quant il uu le corps galehot tout ainsi arme |comme il estoit. 	mais ne monte riens a celle douleur |qu il eust |quant il uist le corps de gallehaut tout arme ainsi |comme il estoit. 	Mas nunca el tal duelo ovo como estonçe e tal Pesar |quando el vido el cuerpo de Galeote |e estaua armado de todas armas 	ch’elli avesse unque mai non fu nulla inverso quello dolore |quand’e vide il corpo di Galeotto tutto insì armato |com’egli era. 
722	si trova s’espee delés lui 	si troua lespee deles lui 	Si troua lespee deles lui 	si trouua lespee pres de luy 	Si trouua son espee empres lui 	e tenia su espada cabe 	eSi truova sua spada dallato a- llui 
723|724|725	qui molt estoit et bone et clere; |et sans faille de l’espee meesmes se fust il ocis, |se la damoisele ne li eust tolue erraument. 	qui mout estoit bele et bone. et sans faille de lespee meismes ce fust il ocis se la damoisele ne li eust tolue. 	qui tant estoit bele et boine et sans faille de lespee se fust il ocis |se la damoisele ne li eust desfendu |quar elle li osta lespee de sez mains. 	qui moult estoit bonne et bele |Et sans faille de lespee mesmes se fust il occis |se la damoiscle ne luy eust tollue erraument. 	qui tant estoit benne et belle. |et sans faulte il sen eust occiz |se la damoiselle ne lui eust ostee. 	si que hera muy buena e clara |e sin falta el se ouiera conella muerto |si la donçella |Que del lago auia venido delas manos no sela tirara 	che molto era buona e bella, |e sanza fallo della spada medesima si sarebbe elli ucciso,|se-lla damigella non gliel’avesse tolta, |perciò rimase. 
726	Lors fist Lancelos une biere fere de fust 	Lors fait lanc̃. faire une biere de fust 	Lors fist lancelot vne biere de fust. 	Lors fist lancelot faire une litiere de fust. 	Lors fist lancelot une biere de fust	e luego fiço façer lançarote vnas andas 	Allor fece Lancellotto fare una lettiera di legno 
727	et la fist covrir des plus riches pailes de laiens, 	et la fait courir des plus biax pailes de laiens et	et le fist courir del plus riche paile de laiens 	et la fist couurir des plus riches pales de leans. 	et la fist couurir du plus riche drap de leans. 	e cobrir de muy Ricos paños 	e le facce coprire del più ricco palio di là entro. 
728	et quant il l’ot atornee al plus richement 	quant il lot atornre au plus richement 	Et quant il lot atorne au plus richement 	Et quant il leut atournee au plus richement 	Quant il leust apointe le mieulz 	e poner enellas el cuerpo de Galeote 	E quand’elli l’ebe aconcia al più riccamente 
729|730|731	qu’il pot, li chevaliers prisons li dist: « Sire, fet il, |se l’en movoit tot de nuis, ce seroit sens. — |Por quoi ? fet il. — 	que il pot. Li cheualiers prisons dit si fait il se len mouoit tout de nuit se seroit sens. |Por ce fait il	quil pot. si li dist li cheualiers |qui le deuoit mener, Sire fait il. che seroit boin. |que nous mouissons de nuit. pourcoi fait lancelot. pour chou fait il 	quil peut. le cheualier prisonnier luy dist. sire fait il |se len mouuoit de nuyt ce seroit grant sens. |pour quoy fait il. 	qu il peut le cheualier prisonnier lui dist. Sire il seroit bon de emporter le corps de nuit. |Pour quoy fait lancelot Pource fait il 	e el cauallero Dixo a lançarote señor yo vosloaria |si vos plugiese |que luego Mouiese de aqui conel cuerpo de galeote |Porque dixo lançarote 	ch’elli poté, il cavaliere prigione gli disse: «Sire, diss’elli, |se l’uomo movesse di notte, ciò sarebe gran senno.— |Perché?, disse Lancellotto. — 
732	Por ce que, se li chevalier de cest païs savoient 	que ce li cheualier de cest pais sauoient 	que se li cheualier de chest pais le sauoient 	par ce que si les cheualiers de ce pays sauoient 	que se les cheualiers de ce pais sauoient 	porque señor dixo el cauallero |porque si los caualleros desta tierra lo supieren 	Per ciò, diss’elli, |che s’e cavalieri di questo paese sapessono 
733|734	que l’en len deust porter, il feroient gaitier les trespas |si qu’il seroit arestés en alcun lieu ; 	que on le deust laiens porter: il feroient garder les trespas. |si que il seroit arester en aucun lieu. 	que on len deust emporter. il feroient gaitier lez trespas |Si quil seroit arrestes en aucun lieu. 	que len le deust la porter ilz feroient guecter les trepas |si quil seroit arreste en aucun lieu. 	que len le deust emporter ilz feroient garder le trespas. 	que de aqui lo queredes llebar faran guardar los tres pasos |asi que sera detenido en algund lugar 	che l’uomo ne l dovesse portare, elli farebono guardare intra’ passi, |sicché sarebbe arestato in alcuno luogo. 
735	et por ce vos loeroie je 	et porce loeroie ie 	Et pour chou vous loeroie iou 	et pour ce uous loueroye ie 	Et pour ce uous conseilleroie 	e poresto seria bien 	E perciò vo lodere' io 
736	qu’il meust orendroit, 	que il meust orendroit. 	quil meust orendroit. 	quil meust maintenant 	que on partist 		che vo' movereste oraindiritto, 
737|738	kar il seroit bien eslongiés, |ains qu’il fust jors, XX. lieues englesches. 	Car il seroit bien eslongiez .xx. lieues Galesches ains quil fust iors. 	Car il seroit eslongies. X. lieues ains quil fust iors. 	car il sera bien esloigne auant quil soit iour de uingt lieues anglesches. 	car il seroit bien eslongnie ains qu il feust iour dix lieues anglesches. 	que nos alongasemos de aqui esta noche vnas diez leguas bien acordades Dixo lançarote 	ché l’uomo sarebbe bene islungato. leghe inanzi |che fosse 
739|740|741|742|743|744|745	Et il s’i acorde bien; |si met la litiere sor Il. palefrois amblans |et enportent ensi Galehout fors de sa region; |si en font li frere grant duel |et molt en sont corocié et dolenta de ce |que l’en l’enporte. |Et Lancelos le convoie grant piece de nuis, plorant et regretant sa proesce et sa valor 	et il si acorde bien. |Si mestent la biere seur ii cheuaus anblans.|et enportent ainsi Galeh̾. fors de la religion. |Si en font li frere mout grant duel |et mout en sont dolent. |et lanc̃ le conuoie gn̾t piece de nuit plorant|et plangnant et regretant sa proesce. 	Et il si acorde bien. |si fait mettre le litiere sor. ij. palefrois. |Et emportent ensi Galeholt hors de la maison |Si en ont li frere grant doel de ce |que on lemporte. |Et lancelot le conuoie grant piece de la nuit plaignant et plorant sa valour.	Et il si accorde bien. |si mect la litierie sur deux palefroys amblans. |et emportent ainsi galehot hors de la religion |si en font les freres grant deul. |et sont moult corroucez et doulans de ce |qui len lemporte. |Et lancelot li conuoye grant piece de nuyt plourant et plaignant et regretant sa prouesce et sa ualeur. 	Et il se y accorde/ |si met la littiere sur deux pallefrois amblans |et emportent ainsi gallehaut hors de la maison. |Si en ont les freres grant deul |et sont dolens |que on lemportoit. Lancelot le compartie uoie grant piece de la nuit plourant et plaignant et regrettant sa prouesse et sa ualeur. 	e luego fiço poner las andas sobre dos palafrenes muy andadores |e lleuarlo asi |Mas mucho ouieron gran pesar los frailes quando asi lo vieron lleuar |e lançarote fue gran pieça llorando conel cuerpo de Galeote |e diçiendo sus proezas e su valor 	giorno».VEd e' vi s’acorda bene, |si mette la lettiera sopra due palafreni ambianti, sinne portano Galeotto fuori della religione, |ma molto ne sono e frati di là entro dolenti e crucciati dell’uomo |che ne l porta. |sE Lancellotto l’acompagna gran peza della notte piagnendo |e facendo duolo e rigratando sua prodeza e suo valore, 
746	et se ne fust la damoisele 	et se ne fust la damoisele 	Et se ne fust la damoisele 	et se ne fust la damoisele 	Et se ne feust la damoiselle 	e si no fuese porla donçella 	e se non fosse la damigella 
747|748	qui avec lui estoit molt en eust plus fet |qu’il ne fist, 	qui auec lui estoit mout en eust plus fait |quil ne fist. 	qui auec lui estoit. moult en eust plus fait. 	qui auec luy estoit. moult en eust plus fait |quelle ne fist 	qui auec lui estoit moult en eust fait plus |quil ne faisoit: 	que del lago auia venido Mucho fiziera mayor duelo 	che con esso lui era, molto n’avesse più fatto |che non fece. |Ma e' se ne distornò 
749|750	mais ele l’en detorna, |et il deffendi al chevalier 	mais le le desfandi au cheualier	mais cele len destorna. |Et il commanda au cheualier 	mais elle len destourna |et il deffendy au cheualier	mais elle len destourna. |Et lancelot commande au cheualier 	mas ella selo estoruaua |e anteque lançarote del cuerpo se tornase |Dixo al cauallero yo vos defiendo 	quand’e l’à gran peza insì acompagnato, |sì se ne tornò, |ma inanzi difende elli al cavaliere 
751|752	que il nel feist en terre metre devant |que il fust venus. 	que il ne fust enterres deuant que lanc᷑. i fust uenus. 	quil ne fust enterres deuant chou|quil venist a lui. 	quil ne le fist mectre en terre uicquez a ce que luy mesmes y fust. 	qu il ne feust enterre deuant quil uenist. 	Que el Cuerpo demi señor galeote no fagades enterrar |fastaque yo mesmo alla vaya |e el Cauallero dixo 	che l’uomo nol facesse soppellire nella Gioisosla Guardia |inanzi ch’e' vi fosse venuto, 
753|754|755	Si se part atant li uns de l’autre |et il retorne a l’abeie, |si se couche, c’onques la nuit ne volt mengier ne boivre por chose 	Si se partent li un de lautre. |et lanc̃ retorne a labeye |et se coche ne onques la nuit ne uot mangier ne boire por chose 	A tant sen part de lui lancelot |et retorne a labbaye |si se couche |Ne onques la nuit ne volt mangier ne boire pour chose 	Si se part atant lun de lautre |et lancelot retourne a labaye |si si couche ne oncquez la nuit ne uoult boyre ne manger pour chose 	Si se depart de lui |et retourne a la religien se couchier	que asi lo faria entonçe se partio dellos lançarote |e tornose al abadia |mas en toda aquella noche no quiso comer ni veuer 	si si parte atanto l’uno da l’altro. Lancellotto ritorna alla badia, |si si coricò, né unque la notte non volle mangiare né bere per cosa 
756	que l’en li deist, 	que len li deist. 	que on li deist. 	quon luy dist 		por cosa que le dixesen 	che l’uomo gli dicesse, 
757|758	ains plora |et dolosa tot adés; 	ains plora et dolosa tout ades. 	ains ploret dolosa tout ades. 	ains pleura et dolousa 	et oncques ne uoulut la boire ne mengier. 	e non fazia sino llorar 	anzi piagne e dolora tutto adesso, 
759	si li anuioit molt li jors 	si li anuia mout li iors 	Si li anoia moult li iors 	si luy ennuyoit moult le iour 	si lui ennuya moult le iour 	e mucho se quexaua 	si gli anoiava molto il giorno 
760	qui tant demoroit a venir. a Al matin, 	qui tant demora a uenir. Au mation	qui tant demoroit : |Et au matin 	qui tant demouroit a uenir. Au matin si tost 	qui tant demouroit a uenir. |Et au matin 	Porque tanto aquella noche le duraba 	che tanto penava a venire. lsAl mattino, 
761|762|763	si tost com li jors aparut, se leva |et oi messe entre lui et la damoisele |et puis s’arma. 	si tost com li iors aparut se lena lanc̃. |et oi messe entre lui et la damoisele. |et puis sarma 	si tost com li iors apparut. |se leua et oy messe entre lui et la damoisele. 	que le iour apparu se leua lancelot |et ouy misse luy et la damoisele |et puis sarma. 	si tost comme le iour apparust se leua|et ouist messe lui et la damoiselle. 	e luego Que el dia aparesçio lançarote se leuanto e la donzella otrosi |e fueron a oyr misa |e desque la misa fue aCabada Armose 	si tosto come il giorno aparve, |si leva Lancellotto |e udi messa intra lui e la damigella |e poscia s’armò. 
764	Lors » li dist ele les noveles de Boort 	et lors dist ele les nouelles de behort. 	lors li dist elle lez noueles de bohort. 	et lors luy dist elle les nouueles de boort. 	Lors elle lui dist nouuelles de boort 	e despidiose del fraile |e entro ensu camino conla donzella e ellos asi yendo la donçella le conto nuebas de boores 	Allor gli disse la damigella novelle di Boordo 
765|766	et ce |qu’ele en avoit veu devant Honguefort, 	et se|quele en auoit uen deuant le chastel de honguefort. 	comment elle lauoit veu deuant hongrefort 	et ce |quelle en auoit ueu deuant hunguefort. 	et que elle lauoit ueu deuant a honguefort 	e de como le contesçiera enel castillo de ongeforte 	e ciò ch’ella n’avea veduto davanti Unguelforte, 
767	et il en fu molt liés. 	et il en fu mout liez 	et il en fu moult lies. 	et il en fut moult lie 	et comment il le fait. 	e el fue dello muy alegre 	ed e' ne fu molto lieto. 
768|769|770	Et ele li dist: « Sire, il vos vet querant |ne jamés ne finera tant |qu’il vos avra trové. — Damoisele, fet il, 	et ele li dist. Sire il uos ua querant ne ia mais ne finera tant|quil uos ait troue. |ha; damoisele fait il 	Et elle li dist. Sire il vous ua querant. |ne iamais ne finera deuant ce |quil vous aura trouue. Damoisele fait lancelot 	si luy dist. Sire il uous uait querant |ne iamais ne finera iucqua ce quil uous ait trouue. |Haa damoistle fait il 	et il en fut moult ioyeux. Aprez elle lui dit. Sire il uous ua querant |ne iamais ne finera deuant quil uous aura trouue. Damoiselle fait lancelot 	e ella le dixo sabed señor |que vos a buscado |e nunca jamas quedara |fastaque vos falle |Ay donçella dixo lançarote 	Ed ella gli disse: «Sire, |e' vo va cheggendo, |né giamai non finirà infino a tanto |che voi abbia trovato. |—Hal, damigella, diss’elli, 
