	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
761|762	et li escus chiet a terre, |et cil torne en fuies 	et li escus chiet a terre. |et sil torne en fuie 	et li escus chiet a terre. |Et cil torne en fuies 	et lescu chiet a terre a cil tourne en fuye 	et lescu chiet a terre. Lancelot court a lautre	que el braço conel escudo le fiço bolar en tierra |e el cauallero fuese fuyendo ansi llagado como estaua e lançarote fuese enpos el otro 	e lo scudo cade a |terra, |e|que' torna in fuga 
763	qui maheignié se sent. 	qui afolez ce sent. 	qui mahaignies se sent. 	qui se sent mehaigue 	qui ia se releuoit 	que auia fincado 	che magagnato si sente. 
764|765	Et Lancelos vient a l’autre |qui ja se relevoit, sel fiert de l’espee si grant cop 	et lanc̃ uient a lautre|que ia se releuois. |si le fiert de lespee si grant cop	Et lancelot reuient a lautre |qui ia se releuoit.|si li donne si grant cop 	Et lancelot reuient a lautre |qui se releuoit. |si le fiert de lespee si grant coup	et le fiert si grant coup 	e firiolo asi enlo alcançado ençima del yelmo 	E Lancellotto ritorna a l’altro |che si |rilevava, |si l fiede della spada si gran colpo
766	qu’il li fet le hialme voler en la place. 	que le hiaume li fait uoler en pieces. 	que il li fait voler le heaume de la teste en le place. 	quil luy. fait uoler le heaume en la place. 	qu il lui fait uoler le heaume de la teste en la place. 	que selo fiço volar dela cabeza 	che gli fa l’elmo volare nella |piaza; 
767	Et quant cil sent son chief nu, 	et quant cis sent son chief nu: 	Et quant il sent son chief descouuert. 	Et quant il sent son chief nu 	Quant celui sent sa teste 	e el cauallero desque vido su cabeça desarmada Con pauor de muerte 	e quando que' sente suo capo 
768	si cria merci 	Si crie merci 	si li crie merci 	si me mercy 	nue il crie mercy 	que ovo pidio le merçed 	ignudo, sì grida mercé 
769|770	et dist |qu’il ne l’ocie pas, 	et dit |quil ne locie pas.	et dist |quil ne lochie mie	et dit |quil ne loccie pas 	et dit 	e dixole ay buen cauallero no me matedes 	e dice |che non l’uccida |passo, 
771|772|773|774|775	kar il est pres de sa volenté fere. « |Or te covient donc, fet Lancelos, fiancer|que tu le cors mon seignor Galehout conduiras a la Dolerose Garde|et iluec le feras garder |tant que je i viegne; 	Car il est pres de sa uolente faire. sans contredit |Or te couient |dont a fiencier fait lanc̃. |que tu le cors Galeh̾. condiuras a la dolereuse garde. |et illuec le feras garder |tant que ie i uaigne. 	quar il est prest de sa volente faire. |Lors te couuient dont fai lancelot afiancer fait il |que tu le cors monseignor Galeholt conduiras a la ioieuse garde |Et y soies tant |que iou y uiengne. 	car il est prest de faire sa uolente. |Or te conuent donc fiancer |que tu conduyras le corps de monss galehot a la douloreuse garde. |Et ilecquez le feras garder |tant que ie y uiegne.	qu il est prest de faire sa uoulente. Il te conuient denc promettre dit lancelot |que tu conduiras le corps de gallehaut a la douloureuse garde|tant que ie y uiengne/ 	que yo fare toda vuestra voluntad |tu me juraras dixo lançarote que llebes el cuerpo demi señor galeote ala dolorosa guarda |e desque y fueres 	ch’egli è presto di sua volontà |fare.vOr ti conviene dunque |giurare, disse Lancellotto,|che tu il corpo di monsignosr Galeotto conducerai alla Dolorosa Guardia; nel luogo il farai guardare |tanto ch’io vi |vegna, 
776|777|778	et se l’en te demande |qui t’i envoie, |si diras « cil 	et se lon te demande |qui ti enuoie: |Si diras|que cil 	Et se on te demande |qui ti envoie. |Si di que cil ti envoie 	Et se len te demande |qui te y enuoye. tu diras cil	et se len te demande |qui te y enuoie |si dis: celui 	si te preguntaren quien te ymbia |tu les diras 	e se l’uomo ti domanda |chi ve l’arà |mandato, |e tu lor di quelli 
779	qui ot les ames blanches le jor 	qui ot les armes blanches. le ior 	qui ot lez blanches armes le iour 	qui eut les armes blanches le iour 	qui eut les blanches armes le iour	que el cauallero delas armas blancas 	ch’ebbe l’armi bianche il giorno 
780	que li chastials fu conquis. » 	que li chastiax fu conquis 	que li castiaus fu conquis 	que le chasteau fut conquis.	que le chasteau fut cenquis 	que el castillo conquisto te ymbia alla 	che l castello fu conquiso». 
781|782	Et il li fiance |que tot ensi le fera il. 	et cil li fiance |que tout ainsi le fera il.	Et cil li fiance |que ensi le fera il AN tel maniere 	et il luy fiance |que ainsi le fera il. 	et cefui lui promet. 	e el cauallero selo juro asi façer 	»E elli il giura|ch’elli insi el farà. 
			com vous oies conquist lancelot le cors Galeholt.				
			Et lors y 				
783	Lors prent Lancelos la lame par le plus gros chief, 	Lors prent lanc̃. la lemme par le plus gros chief. 	quant il ot au cheualier fait fianchier a faire sa volente. |si prent le lame par le gros chief. 	Lors prent lancelot la lame par le plus gros bout 	Lors prent lancelot la lame par le gros chief 	e lançarote se fue luego parala tumba |e tomo a manos el cobertor Porel Cabo 	Allor prende Lancellotto la lama per lo più grosso |capo, 
784|785	si tire de grant force |qu’a pou qu’il ne se deront tos, 	si la tire de si grant force |que a pou |quil ne se desront tous. 	si le tire par si grant force. |que a poi |quil ne sest tous derrompus. 	si tire de si grant force |qua pou |quil ne se derompt tout. 	et la tire de si graut force 	que mas hera grueso asi afuerça 	si tira per si gran forza |che a poco che non si dirompe |tutto, 
786|787|788	si que li sans li vole par mi le nes et par mi la boche et li cors li sue d’anguoisse. |Mais por tote la destrece ne remaint|qu’il n’ait la tombe levee en haut à; mes nule dolors 	Si que li sans li uole parmi le nes et parmi la boche |et li cors li sue dangoisse |mais portoie la destresce ne remaint |que il nait la tombe leuee en haut. |mais nule dolors 	Si que li sans vole parmi le nes. et parmi la bouche |Et li cors li tressue de langoisse |que il en a. 	si que le sang luy uole par le nes et par la bouche. et le corps luy sue dangoesse. |mais pour toute la destrece ne demeure pas |quil ne leue la tombe en hault. ne nulle douleur 	que a peu |quil ne se derompt tout et tant que le corps lui sue dangoisse/ |mais nulle douleur 	porlo leuantar |quela sangre le quebro porla cabeça |e porlas narizes |quelas açerdas de todo el cuerpo se le estendieron muy fuertemente |asi que por fuerça ovo el cobertor a leuantar maguer Mucho hera pesado 	e sì che l sangue gli dirompe per me' el naso e per me' la bocca e l corpo gli suda della |angoscia, |ma per tutte le distrezze non rimane |che non abbia la tomba levata in |alti. 
789|790|791	qu’il eust onques ne monte rien a cele dolor |qu’il ot, |quant il vit le cors Galehout tot ensi armé 	que il eust onques ne monte sur rien. A cele |que il ot |quant il uit le cors Galehot. |ensi arme 	Mais nulle dolors |quil ait eue ne monte riens a celi|quil ot quant il vit le cors Galeholt arme tout ensi 	quil eut oncquez|mais ne fu rien a celle douleur |quil eut |quant il uu le corps galehot tout ainsi arme 	quil eust |mais ne monte riens a celle douleur |qu il eust |quant il uist le corps de gallehaut tout arme ainsi 	Mas nunca el tal duelo ovo como estonçe e tal Pesar |quando el vido el cuerpo de Galeote 	Ma nullo dolore |ch’elli avesse unque mai non fu nulla inverso quello dolore |quand’e vide il corpo di Galeotto tutto insì armato 
792	com il estoit; 	con il estoit. 	com il estoit. 	comme il estoit. 	comme il estoit. 	e estaua armado de todas armas 	com’egli 
793	si trova s’espee delés lui 	si troua lespee deles lui 	Si troua lespee deles lui 	si trouua lespee pres de luy 	Si trouua son espee empres lui 	e tenia su espada cabe 	era. eSi truova sua spada dallato a- llui 
794|795	qui molt estoit et bone et clere; |et sans faille de l’espee meesmes 	qui mout estoit bele et bone. et sans faille de lespee meismes 	qui tant estoit bele et boine et sans faille de lespee 	qui moult estoit bonne et bele |Et sans faille de lespee |mesmes 	qui tant estoit benne et belle. et sans faulte il sen eust occiz 	si que hera muy buena e clara |e sin falta el se ouiera conella muerto 	che molto era buona e bella, e sanza fallo della spada medesima 
796	se fust il ocis, 	ce fust il ocis 	se fust il ocis 	se fust il occis 		si la donçella 	si sarebbe elli |ucciso, 
797	se la damoisele ne li eust tolue erraument. 	se la damoisele ne li eust tolue. 	se la damoisele ne li eust desfendu |quar elle li osta lespee de sez mains. 	se la damoiscle ne luy eust tollue erraument. 	se la damoiselle ne lui eust ostee. 	Que del lago auia venido delas manos no sela tirara 	se-lla damigella non gliel’avesse |tolta, perciò rimase. 
798|799|800|801	Lors fist Lancelos une biere fere de fust |et la fist covrir des plus riches pailes de laiens, |et|quant il l’ot atornee al plus richement 	Lors fait lanc̃. faire une biere de fust |et la fait courir des plus biax pailes de laiens et|quant il lot atornre au plus richement 	Lors fist lancelot vne biere de fust. |et le fist courir del plus riche paile de laiens |Et quant il lot atorne au plus richement 	Lors fist lancelot faire une litiere de fust. et la fist couurir des plus riches pales de leans. |Et quant il leut atournee au plus richement 	Lors fist lancelot une biere de fust |et la fist couurir du plus riche drap de leans. |Quant il leust apointe le mieulz 	e luego fiço façer lançarote vnas andas |e cobrir de muy Ricos paños |e poner enellas el cuerpo de Galeote 	Allor fece Lancellotto fare una lettiera di legno e le facce coprire del più ricco palio di là entro. |E quand’elli l’ebe aconcia al più riccamente 
802	qu’il pot, li chevaliers prisons li dist: « Sire, fet il, 	que il pot. Li cheualiers prisons dit |si fait il 	quil pot. |si li dist li cheualiers 	quil peut. le cheualier prisonnier luy dist. sire fait il 	qu il peut le cheualier prisonnier lui dist. Sire il seroit bon 	e el cauallero Dixo a lançarote señor yo vosloaria 	ch’elli |poté, il cavaliere prigione gli disse: «Sire, diss’elli,
803|804|805|806|807	se l’en movoit tot de nuis, ce seroit sens. — |Por quoi ? fet il. — |Por ce|que, |se li chevalier de cest païs savoient 	se len mouoit tout de nuit |se seroit sens. |Por ce fait il |que ce li cheualier de cest pais sauoient 	qui le deuoit mener, Sire fait il. che seroit boin. |que nous mouissons de nuit. |pourcoi fait lancelot. |pour chou fait il |que se li cheualier de chest |pais le sauoient 	se len mouuoit |de nuyt ce seroit grant sens.|pour quoy fait il. |par ce |que si les cheualiers de ce pays sauoient 	de emporter le corps de nuit. |Pour quoy fait lancelot |Pource fait il |que|se les cheualiers de ce pais sauoient 	si vos plugiese |que luego Mouiese de aqui conel cuerpo de galeote |Porque dixo lançarote |porque señor dixo el cauallero |porque si los caualleros desta tierra lo supieren 	se l’uomo movesse di |notte, ciò sarebe gran senno.— Perché?, disse Lancellotto. — Per ciò, |diss’elli, |che s’e cavalieri di questo paese sapessono 
808|809	que l’en len deust porter, il feroient gaitier les trespas |si qu’il seroit arestés en alcun lieu ; 	que on le deust laiens porter: il feroient garder les trespas. |si que il seroit arester en aucun lieu. 	que on len deust emporter. il feroient gaitier lez trespas |Si quil seroit arrestes en aucun lieu. 	que len le deust la porter ilz feroient guecter les trepas |si quil seroit arreste en aucun lieu. 	que len le deust emporter ilz feroient garder le trespas. 	que de aqui lo queredes llebar faran guardar los tres pasos |asi que sera detenido en algund lugar 	che l’uomo ne l dovesse |portare, elli farebono guardare intra’ |passi, |sicché sarebbe arestato in alcuno luogo. 
810	et por ce vos loeroie je 	et porce loeroie ie 	Et pour chou vous loeroie iou 	et pour ce uous loueroye ie 	Et pour ce uous conseilleroie 	e poresto seria bien 	E perciò vo lodere' io |che vo' movereste
811|812	qu’il meust orendroit, |kar il seroit bien eslongiés, 	que il meust orendroit. |Car il seroit bien eslongiez .xx. lieues Galesches 	quil meust orendroit. |Car il seroit eslongies. X. lieues 	quil meust maintenant |car il sera bien esloigne 	que on partist |car il seroit bien eslongnie 	que nos alongasemos de aqui esta noche vnas diez leguas bien acordades Dixo lançarote 	oraindiritto, |ché l’uomo sarebbe bene islungato. leghe inanzi 
813|814|815|816	ains qu’il fust jors, XX. lieues englesches.|Et il s’i acorde bien; |si met la litiere sor Il. palefrois amblans |et enportent ensi Galehout fors de sa region; 	ains |quil fust iors. |et il si acorde bien. |Si mestent la biere seur ii cheuaus anblans. |et enportent ainsi Galeh̾. fors de la religion. 	ains quil fust iors. |Et il si acorde bien. si fait mettre le litiere sor. ij. palefrois. |Et emportent ensi Galeholt hors de la maison 	auant |quil soit iour de uingt lieues anglesches. |Et il si accorde bien. |si mect la litierie sur deux palefroys amblans. |et emportent ainsi galehot hors de la religion 	ains qu il feust iour dix lieues anglesches. |Et il se y accorde/ |si met la littiere sur deux pallefrois amblans |et emportent ainsi gallehaut hors de la maison. 	e luego fiço poner las andas sobre dos palafrenes muy andadores |e lleuarlo asi 	che fosse giorno».VEd e' vi s’acorda |bene, |si mette la lettiera sopra due palafreni |ambianti, sinne portano Galeotto fuori della |religione, 
817|818|819	si en font li frere grant duel |et molt en sont corocié et dolenta de ce |que l’en l’enporte. 	Si en font li frere mout grant duel |et mout en sont dolent. 	Si en ont li frere grant doel de ce |que on lemporte. 	si en font les freres grant deul. |et sont moult corroucez et doulans de ce |qui len lemporte. 	Si en ont les freres grant deul |et sont dolens 	Mas mucho ouieron gran pesar los frailes quando asi lo vieron lleuar |e lançarote fue gran pieça 	ma molto ne sono e frati di là entro dolenti e crucciati dell’uomo |che ne l 
820	Et Lancelos le convoie grant piece de nuis, plorant et regretant sa proesce et sa valor 	et lanc̃ le conuoie gn̾t piece de nuit plorant|et plangnant et regretant sa proesce. 	Et lancelot le conuoie grant piece de la nuit plaignant et plorant sa valour. 	Et lancelot li conuoye grant piece de nuyt plourant et plaignant et regretant sa prouesce et sa ualeur. 	que on lemportoit. Lancelot le compartie uoie grant piece de la nuit plourant et plaignant|et regrettant sa prouesse et sa ualeur. 	llorando conel cuerpo de Galeote |e diçiendo sus proezas e su valor 	porta. sE Lancellotto l’acompagna gran peza della notte piagnendo |e facendo duolo e rigratando sua prodeza e suo 
